Mots,Partie,Chapitre,Paragraphe,Phrase
de,2,4,68,6
loin,2,4,68,6
dans,2,4,68,6
la,2,4,68,6
campagne,2,4,68,6
à,2,4,68,6
ce,2,4,68,6
violent,2,4,68,6
fumet,2,4,68,6
de,2,4,68,6
cuisine,2,4,68,6
pauvre,2,4,68,6
Maheu,2,4,69,1
quand,2,4,69,1
il,2,4,69,1
quitta,2,4,69,1
le,2,4,69,1
jardin,2,4,69,1
à,2,4,69,1
la,2,4,69,1
nuit,2,4,69,1
tombée,2,4,69,1
s'assoupit,2,4,69,1
tout,2,4,69,1
de,2,4,69,1
suite,2,4,69,1
sur,2,4,69,1
une,2,4,69,1
chaise,2,4,69,1
la,2,4,69,1
tête,2,4,69,1
contre,2,4,69,1
la,2,4,69,1
muraille,2,4,69,1
Dès,2,4,69,2
qu'il,2,4,69,2
s'asseyait,2,4,69,2
le,2,4,69,2
soir,2,4,69,2
il,2,4,69,2
dormait,2,4,69,2
Le,2,4,69,3
coucou,2,4,69,3
sonnait,2,4,69,3
sept,2,4,69,3
heures,2,4,69,3
Henri,2,4,69,3
et,2,4,69,3
Lénore,2,4,69,3
venaient,2,4,69,3
de,2,4,69,3
casser,2,4,69,3
une,2,4,69,3
assiette,2,4,69,3
en,2,4,69,3
s'obstinant,2,4,69,3
à,2,4,69,3
aider,2,4,69,3
Alzire,2,4,69,3
qui,2,4,69,3
mettait,2,4,69,3
le,2,4,69,3
couvert,2,4,69,3
lorsque,2,4,69,3
le,2,4,69,3
père,2,4,69,3
Bonnemort,2,4,69,3
rentra,2,4,69,3
le,2,4,69,3
premier,2,4,69,3
pressé,2,4,69,3
de,2,4,69,3
dîner,2,4,69,3
et,2,4,69,3
de,2,4,69,3
retourner,2,4,69,3
à,2,4,69,3
la,2,4,69,3
fosse,2,4,69,3
Alors,2,4,69,4
la,2,4,69,4
Maheude,2,4,69,4
réveilla,2,4,69,4
Maheu,2,4,69,4
Mangeons,2,4,70,1
tant,2,4,70,1
pis,2,4,70,1
Ils,2,4,70,2
sont,2,4,70,2
assez,2,4,70,2
grands,2,4,70,2
pour,2,4,70,2
retrouver,2,4,70,2
la,2,4,70,2
maison,2,4,70,2
L'embêtant,2,4,70,3
c'est,2,4,70,3
la,2,4,70,3
salade,2,4,70,3
Chez,2,5,1,1
Rasseneur,2,5,1,1
après,2,5,1,1
avoir,2,5,1,1
mangé,2,5,1,1
une,2,5,1,1
soupe,2,5,1,1
Etienne,2,5,1,1
remonté,2,5,1,1
dans,2,5,1,1
l'étroite,2,5,1,1
chambre,2,5,1,1
qu'il,2,5,1,1
allait,2,5,1,1
occuper,2,5,1,1
sous,2,5,1,1
le,2,5,1,1
toit,2,5,1,1
en,2,5,1,1
face,2,5,1,1
du,2,5,1,1
Voreux,2,5,1,1
était,2,5,1,1
tombé,2,5,1,1
sur,2,5,1,1
son,2,5,1,1
lit,2,5,1,1
tout,2,5,1,1
vêtu,2,5,1,1
assommé,2,5,1,1
de,2,5,1,1
fatigue,2,5,1,1
En,2,5,1,2
deux,2,5,1,2
jours,2,5,1,2
il,2,5,1,2
n'avait,2,5,1,2
pas,2,5,1,2
dormi,2,5,1,2
quatre,2,5,1,2
heures,2,5,1,2
Quand,2,5,1,3
il,2,5,1,3
s'éveilla,2,5,1,3
au,2,5,1,3
crépuscule,2,5,1,3
il,2,5,1,3
resta,2,5,1,3
étourdi,2,5,1,3
un,2,5,1,3
instant,2,5,1,3
sans,2,5,1,3
reconnaître,2,5,1,3
le,2,5,1,3
lieu,2,5,1,3
où,2,5,1,3
il,2,5,1,3
se,2,5,1,3
trouvait,2,5,1,3
et,2,5,1,3
il,2,5,1,3
éprouvait,2,5,1,3
un,2,5,1,3
tel,2,5,1,3
malaise,2,5,1,3
une,2,5,1,3
telle,2,5,1,3
pesanteur,2,5,1,3
de,2,5,1,3
tête,2,5,1,3
qu'il,2,5,1,3
se,2,5,1,3
mit,2,5,1,3
péniblement,2,5,1,3
debout,2,5,1,3
avec,2,5,1,3
l'idée,2,5,1,3
de,2,5,1,3
prendre,2,5,1,3
l'air,2,5,1,3
avant,2,5,1,3
de,2,5,1,3
dîner,2,5,1,3
et,2,5,1,3
de,2,5,1,3
se,2,5,1,3
coucher,2,5,1,3
pour,2,5,1,3
la,2,5,1,3
nuit,2,5,1,3
Dehors,2,5,2,1
le,2,5,2,1
temps,2,5,2,1
était,2,5,2,1
de,2,5,2,1
plus,2,5,2,1
en,2,5,2,1
plus,2,5,2,1
doux,2,5,2,1
le,2,5,2,1
ciel,2,5,2,1
de,2,5,2,1
suie,2,5,2,1
se,2,5,2,1
cuivrait,2,5,2,1
chargé,2,5,2,1
d'une,2,5,2,1
de,2,5,2,1
ces,2,5,2,1
longues,2,5,2,1
pluies,2,5,2,1
du,2,5,2,1
Nord,2,5,2,1
dont,2,5,2,1
on,2,5,2,1
sentait,2,5,2,1
l'approche,2,5,2,1
dans,2,5,2,1
la,2,5,2,1
tiédeur,2,5,2,1
humide,2,5,2,1
de,2,5,2,1
l'air,2,5,2,1
La,2,5,2,2
nuit,2,5,2,2
venait,2,5,2,2
par,2,5,2,2
grandes,2,5,2,2
fumées,2,5,2,2
noyant,2,5,2,2
les,2,5,2,2
lointains,2,5,2,2
perdus,2,5,2,2
de,2,5,2,2
la,2,5,2,2
plaine,2,5,2,2
Sur,2,5,2,3
cette,2,5,2,3
mer,2,5,2,3
immense,2,5,2,3
de,2,5,2,3
terres,2,5,2,3
rougeâtres,2,5,2,3
le,2,5,2,3
ciel,2,5,2,3
bas,2,5,2,3
semblait,2,5,2,3
se,2,5,2,3
fondre,2,5,2,3
en,2,5,2,3
noire,2,5,2,3
poussière,2,5,2,3
sans,2,5,2,3
un,2,5,2,3
souffle,2,5,2,3
de,2,5,2,3
vent,2,5,2,3
à,2,5,2,3
cette,2,5,2,3
heure,2,5,2,3
qui,2,5,2,3
animât,2,5,2,3
les,2,5,2,3
ténèbres,2,5,2,3
C'était,2,5,2,4
d'une,2,5,2,4
tristesse,2,5,2,4
blafarde,2,5,2,4
et,2,5,2,4
morte,2,5,2,4
d'ensevelissement,2,5,2,4
Etienne,2,5,3,1
marcha,2,5,3,1
devant,2,5,3,1
lui,2,5,3,1
au,2,5,3,1
hasard,2,5,3,1
n'ayant,2,5,3,1
d'autre,2,5,3,1
but,2,5,3,1
que,2,5,3,1
de,2,5,3,1
secouer,2,5,3,1
sa,2,5,3,1
fièvre,2,5,3,1
Lorsqu'il,2,5,3,2
passa,2,5,3,2
devant,2,5,3,2
leVoreux,2,5,3,2
assombri,2,5,3,2
déjà,2,5,3,2
au,2,5,3,2
fond,2,5,3,2
de,2,5,3,2
son,2,5,3,2
trou,2,5,3,2
et,2,5,3,2
dont,2,5,3,2
pas,2,5,3,2
une,2,5,3,2
lanterne,2,5,3,2
ne,2,5,3,2
luisait,2,5,3,2
encore,2,5,3,2
il,2,5,3,2
s'arrêta,2,5,3,2
un,2,5,3,2
moment,2,5,3,2
pour,2,5,3,2
voir,2,5,3,2
la,2,5,3,2
sortie,2,5,3,2
des,2,5,3,2
ouvriers,2,5,3,2
à,2,5,3,2
la,2,5,3,2
journée,2,5,3,2
Sans,2,5,3,3
doute,2,5,3,3
six,2,5,3,3
heures,2,5,3,3
sonnaient,2,5,3,3
des,2,5,3,3
moulineurs,2,5,3,3
des,2,5,3,3
chargeurs,2,5,3,3
à,2,5,3,3
l'accrochage,2,5,3,3
des,2,5,3,3
palefreniers,2,5,3,3
s'en,2,5,3,3
allaient,2,5,3,3
par,2,5,3,3
bandes,2,5,3,3
mêlés,2,5,3,3
aux,2,5,3,3
filles,2,5,3,3
du,2,5,3,3
criblage,2,5,3,3
vagues,2,5,3,3
et,2,5,3,3
rieuses,2,5,3,3
dans,2,5,3,3
l'ombre,2,5,3,3
D'abord,2,5,4,1
ce,2,5,4,1
furent,2,5,4,1
la,2,5,4,1
Brûlé,2,5,4,1
et,2,5,4,1
son,2,5,4,1
gendre,2,5,4,1
Pierron,2,5,4,1
Elle,2,5,4,2
le,2,5,4,2
querellait,2,5,4,2
parce,2,5,4,2
qu'il,2,5,4,2
ne,2,5,4,2
l'avait,2,5,4,2
pas,2,5,4,2
soutenue,2,5,4,2
dans,2,5,4,2
une,2,5,4,2
contestation,2,5,4,2
avec,2,5,4,2
un,2,5,4,2
surveillant,2,5,4,2
pour,2,5,4,2
son,2,5,4,2
compte,2,5,4,2
de,2,5,4,2
pierres,2,5,4,2
Oh,2,5,5,1
sacrée,2,5,5,2
chiffe,2,5,5,2
va,2,5,5,2
s'il,2,5,5,3
est,2,5,5,3
permis,2,5,5,3
d'être,2,5,5,3
un,2,5,5,3
homme,2,5,5,3
et,2,5,5,3
de,2,5,5,3
s'aplatir,2,5,5,3
comme,2,5,5,3
ça,2,5,5,3
devant,2,5,5,3
un,2,5,5,3
de,2,5,5,3
ces,2,5,5,3
salops,2,5,5,3
qui,2,5,5,3
nous,2,5,5,3
mangent,2,5,5,3
Pierron,2,5,6,1
la,2,5,6,1
suivait,2,5,6,1
paisiblement,2,5,6,1
sans,2,5,6,1
répondre,2,5,6,1
Il,2,5,6,2
finit,2,5,6,2
par,2,5,6,2
dire,2,5,6,2
Fallait,2,5,7,1
peut-être,2,5,7,1
sauter,2,5,7,1
sur,2,5,7,1
le,2,5,7,1
chef,2,5,7,1
Merci,2,5,7,2
pour,2,5,7,3
avoir,2,5,7,3
des,2,5,7,3
ennuis,2,5,7,3
Tends,2,5,8,1
le,2,5,8,1
derrière,2,5,8,1
alors,2,5,8,1
cria-t-elle,2,5,8,2
Ah,2,5,8,3
nom,2,5,8,4
de,2,5,8,4
Dieu,2,5,8,4
si,2,5,8,5
ma,2,5,8,5
fille,2,5,8,5
m'avait,2,5,8,5
écoutée,2,5,8,5
Ça,2,5,8,6
ne,2,5,8,6
suffit,2,5,8,6
donc,2,5,8,6
pas,2,5,8,6
qu'ils,2,5,8,6
m'aient,2,5,8,6
tué,2,5,8,6
le,2,5,8,6
père,2,5,8,6
tu,2,5,8,6
voudrais,2,5,8,6
peut-être,2,5,8,6
que,2,5,8,6
je,2,5,8,6
dise,2,5,8,6
merci,2,5,8,6
Non,2,5,8,7
vois-tu,2,5,8,7
j'aurai,2,5,8,7
leur,2,5,8,7
peau,2,5,8,7
Les,2,5,9,1
voix,2,5,9,1
se,2,5,9,1
perdirent,2,5,9,1
Etienne,2,5,9,1
la,2,5,9,1
regarda,2,5,9,1
disparaître,2,5,9,1
avec,2,5,9,1
son,2,5,9,1
nez,2,5,9,1
d'aigle,2,5,9,1
ses,2,5,9,1
cheveux,2,5,9,1
blancs,2,5,9,1
envolés,2,5,9,1
ses,2,5,9,1
longs,2,5,9,1
bras,2,5,9,1
maigres,2,5,9,1
qui,2,5,9,1
gesticulaient,2,5,9,1
furieusement,2,5,9,1
Mais,2,5,9,2
derrière,2,5,9,2
lui,2,5,9,2
la,2,5,9,2
conversation,2,5,9,2
de,2,5,9,2
deux,2,5,9,2
jeunes,2,5,9,2
gens,2,5,9,2
lui,2,5,9,2
fit,2,5,9,2
prêter,2,5,9,2
l'oreille,2,5,9,2
Il,2,5,9,3
avait,2,5,9,3
reconnu,2,5,9,3
Zacharie,2,5,9,3
qui,2,5,9,3
attendait,2,5,9,3
là,2,5,9,3
et,2,5,9,3
que,2,5,9,3
son,2,5,9,3
ami,2,5,9,3
Mouquet,2,5,9,3
venait,2,5,9,3
d'aborder,2,5,9,3
Arrives-tu,2,5,10,1
demanda,2,5,10,2
celui-ci,2,5,10,2
Nous,2,5,10,3
mangeons,2,5,10,3
une,2,5,10,3
tartine,2,5,10,3
puis,2,5,10,3
nous,2,5,10,3
filons,2,5,10,3
au,2,5,10,3
Volcan,2,5,10,3
Tout,2,5,11,1
à,2,5,11,1
l'heure,2,5,11,1
j'ai,2,5,11,1
affaire,2,5,11,1
Quoi,2,5,12,1
donc,2,5,12,1
Le,2,5,13,1
moulineur,2,5,13,1
se,2,5,13,1
tourna,2,5,13,1
et,2,5,13,1
aperçut,2,5,13,1
Philomène,2,5,13,1
qui,2,5,13,1
sortait,2,5,13,1
du,2,5,13,1
criblage,2,5,13,1
il,2,5,13,2
crut,2,5,13,2
comprendre,2,5,13,2
Ah,2,5,14,1
bon,2,5,14,2
c'est,2,5,14,2
ça,2,5,14,2
Alors,2,5,14,2
je,2,5,14,2
pars,2,5,14,2
devant,2,5,14,2
Oui,2,5,15,1
je,2,5,15,1
te,2,5,15,1
rattraperai,2,5,15,1
Mouquet,2,5,16,1
en,2,5,16,1
s'en,2,5,16,1
allant,2,5,16,1
se,2,5,16,1
rencontra,2,5,16,1
avec,2,5,16,1
son,2,5,16,1
père,2,5,16,1
le,2,5,16,1
vieux,2,5,16,1
Mouque,2,5,16,1
qui,2,5,16,1
sortait,2,5,16,1
aussi,2,5,16,1
du,2,5,16,1
Voreux,2,5,16,1
et,2,5,16,1
les,2,5,16,1
deux,2,5,16,1
hommes,2,5,16,1
se,2,5,16,1
dirent,2,5,16,1
simplement,2,5,16,1
bonsoir,2,5,16,1
le,2,5,16,1
fils,2,5,16,1
prit,2,5,16,1
la,2,5,16,1
grande,2,5,16,1
route,2,5,16,1
tandis,2,5,16,1
que,2,5,16,1
le,2,5,16,1
père,2,5,16,1
filait,2,5,16,1
le,2,5,16,1
long,2,5,16,1
du,2,5,16,1
canal,2,5,16,1
Déjà,2,5,17,1
Zacharie,2,5,17,1
poussait,2,5,17,1
Philomène,2,5,17,1
dans,2,5,17,1
ce,2,5,17,1
même,2,5,17,1
chemin,2,5,17,1
écarté,2,5,17,1
malgré,2,5,17,1
sa,2,5,17,1
résistance,2,5,17,1
Elle,2,5,17,2
était,2,5,17,2
pressée,2,5,17,2
une,2,5,17,2
autre,2,5,17,2
fois,2,5,17,2
et,2,5,17,2
ils,2,5,17,2
se,2,5,17,2
disputaient,2,5,17,2
tous,2,5,17,2
deux,2,5,17,2
en,2,5,17,2
vieux,2,5,17,2
ménage,2,5,17,2
Ça,2,5,17,3
n'avait,2,5,17,3
rien,2,5,17,3
de,2,5,17,3
drôle,2,5,17,3
de,2,5,17,3
ne,2,5,17,3
se,2,5,17,3
voir,2,5,17,3
que,2,5,17,3
dehors,2,5,17,3
surtout,2,5,17,3
l'hiver,2,5,17,3
lorsque,2,5,17,3
la,2,5,17,3
terre,2,5,17,3
est,2,5,17,3
mouillée,2,5,17,3
et,2,5,17,3
qu'on,2,5,17,3
n'a,2,5,17,3
pas,2,5,17,3
les,2,5,17,3
blés,2,5,17,3
pour,2,5,17,3
se,2,5,17,3
coucher,2,5,17,3
dedans,2,5,17,3
Mais,2,5,18,1
non,2,5,18,1
ce,2,5,18,1
n'est,2,5,18,1
pas,2,5,18,1
ça,2,5,18,1
murmura-t-il,2,5,18,1
impatienté,2,5,18,1
J'ai,2,5,18,2
à,2,5,18,2
te,2,5,18,2
dire,2,5,18,2
une,2,5,18,2
chose,2,5,18,2
Il,2,5,19,1
la,2,5,19,1
tenait,2,5,19,1
à,2,5,19,1
la,2,5,19,1
taille,2,5,19,1
il,2,5,19,1
l'emmenait,2,5,19,1
doucement,2,5,19,1
Puis,2,5,19,2
lorsqu'ils,2,5,19,2
furent,2,5,19,2
dans,2,5,19,2
l'ombre,2,5,19,2
du,2,5,19,2
terri,2,5,19,2
il,2,5,19,2
voulut,2,5,19,2
savoir,2,5,19,2
si,2,5,19,2
elle,2,5,19,2
avait,2,5,19,2
de,2,5,19,2
l'argent,2,5,19,2
Pour,2,5,20,1
quoi,2,5,20,1
faire,2,5,20,1
demanda-t-elle,2,5,20,2
Lui,2,5,21,1
alors,2,5,21,1
s'embrouilla,2,5,21,1
parla,2,5,21,1
d'une,2,5,21,1
dette,2,5,21,1
de,2,5,21,1
deux,2,5,21,1
francs,2,5,21,1
qui,2,5,21,1
allait,2,5,21,1
désespérer,2,5,21,1
sa,2,5,21,1
famille,2,5,21,1
Tais-toi,2,5,22,1
donc,2,5,22,1
J'ai,2,5,22,2
vu,2,5,22,2
Mouquet,2,5,22,2
tu,2,5,22,2
vas,2,5,22,2
encore,2,5,22,2
au,2,5,22,2
Volcan,2,5,22,2
où,2,5,22,2
il,2,5,22,2
y,2,5,22,2
a,2,5,22,2
ces,2,5,22,2
sales,2,5,22,2
femmes,2,5,22,2
de,2,5,22,2
chanteuses,2,5,22,2
Il,2,5,23,1
se,2,5,23,1
défendit,2,5,23,1
tapa,2,5,23,1
sur,2,5,23,1
sa,2,5,23,1
poitrine,2,5,23,1
donna,2,5,23,1
sa,2,5,23,1
parole,2,5,23,1
d'honneur,2,5,23,1
Puis,2,5,23,2
comme,2,5,23,2
elle,2,5,23,2
haussait,2,5,23,2
les,2,5,23,2
épaules,2,5,23,2
il,2,5,23,2
dit,2,5,23,2
brusquement,2,5,23,2
Viens,2,5,24,1
avec,2,5,24,1
nous,2,5,24,1
si,2,5,24,1
ça,2,5,24,1
t'amuse,2,5,24,1
Tu,2,5,24,1
vois,2,5,24,1
que,2,5,24,1
tu,2,5,24,1
ne,2,5,24,1
me,2,5,24,1
déranges,2,5,24,1
pas,2,5,24,1
Pour,2,5,24,2
ce,2,5,24,2
que,2,5,24,2
j'en,2,5,24,2
veux,2,5,24,2
faire,2,5,24,2
des,2,5,24,2
chanteuses,2,5,24,2
Viens-tu,2,5,24,3
Et,2,5,25,1
le,2,5,25,1
petit,2,5,25,1
répondit-elle,2,5,25,2
Est-ce,2,5,25,3
qu'on,2,5,25,3
peut,2,5,25,3
remuer,2,5,25,3
avec,2,5,25,3
un,2,5,25,3
enfant,2,5,25,3
qui,2,5,25,3
crie,2,5,25,3
toujours,2,5,25,3
Laisse-moi,2,5,25,4
rentrer,2,5,25,4
je,2,5,25,4
parie,2,5,25,4
qu'ils,2,5,25,4
ne,2,5,25,4
s'entendent,2,5,25,4
plus,2,5,25,4
à,2,5,25,4
la,2,5,25,4
maison,2,5,25,4
Mais,2,5,26,1
il,2,5,26,1
la,2,5,26,1
retint,2,5,26,1
il,2,5,26,1
la,2,5,26,1
supplia,2,5,26,1
Voyons,2,5,26,2
c'était,2,5,26,2
pour,2,5,26,2
ne,2,5,26,2
pas,2,5,26,2
avoir,2,5,26,2
l'air,2,5,26,2
bête,2,5,26,2
devant,2,5,26,2
Mouquet,2,5,26,2
auquel,2,5,26,2
il,2,5,26,2
avait,2,5,26,2
promis,2,5,26,2
Un,2,5,26,3
homme,2,5,26,3
ne,2,5,26,3
pouvait,2,5,26,3
pas,2,5,26,3
tous,2,5,26,3
les,2,5,26,3
soirs,2,5,26,3
se,2,5,26,3
coucher,2,5,26,3
comme,2,5,26,3
les,2,5,26,3
poules,2,5,26,3
Vaincue,2,5,26,4
elle,2,5,26,4
avait,2,5,26,4
retroussé,2,5,26,4
une,2,5,26,4
basque,2,5,26,4
de,2,5,26,4
son,2,5,26,4
caraco,2,5,26,4
elle,2,5,26,4
coupait,2,5,26,4
de,2,5,26,4
l'ongle,2,5,26,4
le,2,5,26,4
fil,2,5,26,4
et,2,5,26,4
tirait,2,5,26,4
des,2,5,26,4
pièces,2,5,26,4
de,2,5,26,4
dix,2,5,26,4
sous,2,5,26,4
d'un,2,5,26,4
coin,2,5,26,4
de,2,5,26,4
la,2,5,26,4
bordure,2,5,26,4
De,2,5,26,5
crainte,2,5,26,5
d'être,2,5,26,5
volée,2,5,26,5
par,2,5,26,5
sa,2,5,26,5
mère,2,5,26,5
elle,2,5,26,5
cachait,2,5,26,5
là,2,5,26,5
le,2,5,26,5
gain,2,5,26,5
des,2,5,26,5
heures,2,5,26,5
qu'elle,2,5,26,5
faisait,2,5,26,5
en,2,5,26,5
plus,2,5,26,5
à,2,5,26,5
la,2,5,26,5
fosse,2,5,26,5
J'en,2,5,27,1
ai,2,5,27,1
cinq,2,5,27,1
tu,2,5,27,1
vois,2,5,27,1
dit-elle,2,5,27,1
Je,2,5,27,2
veux,2,5,27,2
bien,2,5,27,2
t'en,2,5,27,2
donner,2,5,27,2
trois,2,5,27,2
Seulement,2,5,27,2
il,2,5,27,2
faut,2,5,27,2
me,2,5,27,2
jurer,2,5,27,2
que,2,5,27,2
tu,2,5,27,2
vas,2,5,27,2
décider,2,5,27,2
ta,2,5,27,2
mère,2,5,27,2
à,2,5,27,2
nous,2,5,27,2
marier,2,5,27,2
En,2,5,27,3
voilà,2,5,27,3
assez,2,5,27,3
de,2,5,27,3
cette,2,5,27,3
vie,2,5,27,3
en,2,5,27,3
l'air,2,5,27,3
Avec,2,5,27,4
ça,2,5,27,4
maman,2,5,27,4
me,2,5,27,4
reproche,2,5,27,4
toutes,2,5,27,4
les,2,5,27,4
bouchées,2,5,27,4
que,2,5,27,4
je,2,5,27,4
mange,2,5,27,4
Jure,2,5,27,4
jure,2,5,27,4
d'abord,2,5,27,4
Elle,2,5,28,1
parlait,2,5,28,1
de,2,5,28,1
sa,2,5,28,1
voix,2,5,28,1
molle,2,5,28,1
de,2,5,28,1
grande,2,5,28,1
fille,2,5,28,1
maladive,2,5,28,1
sans,2,5,28,1
passion,2,5,28,1
simplement,2,5,28,1
lasse,2,5,28,1
de,2,5,28,1
son,2,5,28,1
existence,2,5,28,1
Lui,2,5,28,2
jura,2,5,28,2
cria,2,5,28,2
que,2,5,28,2
c'était,2,5,28,2
une,2,5,28,2
chose,2,5,28,2
promise,2,5,28,2
sacrée,2,5,28,2
puis,2,5,28,2
lorsqu'il,2,5,28,2
tint,2,5,28,2
les,2,5,28,2
trois,2,5,28,2
pièces,2,5,28,2
il,2,5,28,2
la,2,5,28,2
baisa,2,5,28,2
la,2,5,28,2
chatouilla,2,5,28,2
la,2,5,28,2
fit,2,5,28,2
rire,2,5,28,2
et,2,5,28,2
il,2,5,28,2
aurait,2,5,28,2
poussé,2,5,28,2
les,2,5,28,2
choses,2,5,28,2
jusqu'au,2,5,28,2
bout,2,5,28,2
dans,2,5,28,2
ce,2,5,28,2
coin,2,5,28,2
du,2,5,28,2
terri,2,5,28,2
qui,2,5,28,2
était,2,5,28,2
la,2,5,28,2
chambre,2,5,28,2
d'hiver,2,5,28,2
de,2,5,28,2
leur,2,5,28,2
vieux,2,5,28,2
ménage,2,5,28,2
si,2,5,28,2
elle,2,5,28,2
n'avait,2,5,28,2
répété,2,5,28,2
que,2,5,28,2
non,2,5,28,2
que,2,5,28,2
ça,2,5,28,2
ne,2,5,28,2
lui,2,5,28,2
causerait,2,5,28,2
aucun,2,5,28,2
plaisir,2,5,28,2
Elle,2,5,28,3
retourna,2,5,28,3
au,2,5,28,3
coron,2,5,28,3
toute,2,5,28,3
seule,2,5,28,3
pendant,2,5,28,3
qu'il,2,5,28,3
coupait,2,5,28,3
à,2,5,28,3
travers,2,5,28,3
champs,2,5,28,3
pour,2,5,28,3
rejoindre,2,5,28,3
son,2,5,28,3
camarade,2,5,28,3
Etienne,2,5,29,1
machinalement,2,5,29,1
les,2,5,29,1
avait,2,5,29,1
suivis,2,5,29,1
de,2,5,29,1
loin,2,5,29,1
sans,2,5,29,1
comprendre,2,5,29,1
croyant,2,5,29,1
à,2,5,29,1
un,2,5,29,1
simple,2,5,29,1
rendez-vous,2,5,29,1
Les,2,5,29,2
filles,2,5,29,2
étaient,2,5,29,2
précoces,2,5,29,2
aux,2,5,29,2
fosses,2,5,29,2
et,2,5,29,2
il,2,5,29,2
se,2,5,29,2
rappelait,2,5,29,2
les,2,5,29,2
ouvrières,2,5,29,2
de,2,5,29,2
Lille,2,5,29,2
qu'il,2,5,29,2
attendait,2,5,29,2
derrière,2,5,29,2
les,2,5,29,2
fabriques,2,5,29,2
ces,2,5,29,2
bandes,2,5,29,2
de,2,5,29,2
filles,2,5,29,2
gâtées,2,5,29,2
dès,2,5,29,2
quatorze,2,5,29,2
ans,2,5,29,2
dans,2,5,29,2
les,2,5,29,2
abandons,2,5,29,2
de,2,5,29,2
la,2,5,29,2
misère,2,5,29,2
Mais,2,5,29,3
une,2,5,29,3
autre,2,5,29,3
rencontre,2,5,29,3
le,2,5,29,3
surprit,2,5,29,3
davantage,2,5,29,3
Il,2,5,29,4
s'arrêta,2,5,29,4
C'était,2,5,30,1
en,2,5,30,1
bas,2,5,30,1
du,2,5,30,1
terri,2,5,30,1
dans,2,5,30,1
un,2,5,30,1
creux,2,5,30,1
où,2,5,30,1
de,2,5,30,1
grosses,2,5,30,1
pierres,2,5,30,1
avaient,2,5,30,1
glissé,2,5,30,1
le,2,5,30,1
petit,2,5,30,1
Jeanlin,2,5,30,1
qui,2,5,30,1
rabrouait,2,5,30,1
violemment,2,5,30,1
Lydie,2,5,30,1
et,2,5,30,1
Bébert,2,5,30,1
assis,2,5,30,1
l'une,2,5,30,1
à,2,5,30,1
sa,2,5,30,1
droite,2,5,30,1
l'autre,2,5,30,1
à,2,5,30,1
sa,2,5,30,1
gauche,2,5,30,1
Hein,2,5,31,1
vous,2,5,31,2
dites,2,5,31,2
Je,2,5,31,3
vas,2,5,31,3
ajouter,2,5,31,3
un,2,5,31,3
gifle,2,5,31,3
pour,2,5,31,3
chacun,2,5,31,3
moi,2,5,31,3
si,2,5,31,3
vous,2,5,31,3
réclamez,2,5,31,3
Qui,2,5,31,3
est-ce,2,5,31,3
qui,2,5,31,3
a,2,5,31,3
eu,2,5,31,3
l'idée,2,5,31,3
voyons,2,5,31,3
En,2,5,32,1
effet,2,5,32,1
Jeanlin,2,5,32,1
avait,2,5,32,1
eu,2,5,32,1
une,2,5,32,1
idée,2,5,32,1
Après,2,5,32,2
s'être,2,5,32,2
pendant,2,5,32,2
une,2,5,32,2
heure,2,5,32,2
le,2,5,32,2
long,2,5,32,2
du,2,5,32,2
canal,2,5,32,2
roulé,2,5,32,2
dans,2,5,32,2
les,2,5,32,2
prés,2,5,32,2
en,2,5,32,2
cueillant,2,5,32,2
des,2,5,32,2
pissenlits,2,5,32,2
avec,2,5,32,2
les,2,5,32,2
deux,2,5,32,2
autres,2,5,32,2
il,2,5,32,2
venait,2,5,32,2
de,2,5,32,2
songer,2,5,32,2
devant,2,5,32,2
le,2,5,32,2
tas,2,5,32,2
de,2,5,32,2
salade,2,5,32,2
qu'on,2,5,32,2
ne,2,5,32,2
mangerait,2,5,32,2
jamais,2,5,32,2
tout,2,5,32,2
ça,2,5,32,2
chez,2,5,32,2
lui,2,5,32,2
et,2,5,32,2
au,2,5,32,2
lieu,2,5,32,2
de,2,5,32,2
rentrer,2,5,32,2
au,2,5,32,2
coron,2,5,32,2
il,2,5,32,2
était,2,5,32,2
allé,2,5,32,2
à,2,5,32,2
Montsou,2,5,32,2
gardant,2,5,32,2
Bébert,2,5,32,2
pour,2,5,32,2
faire,2,5,32,2
le,2,5,32,2
guet,2,5,32,2
poussant,2,5,32,2
Lydie,2,5,32,2
à,2,5,32,2
sonner,2,5,32,2
chez,2,5,32,2
les,2,5,32,2
bourgeois,2,5,32,2
où,2,5,32,2
elle,2,5,32,2
offrait,2,5,32,2
les,2,5,32,2
pissenlits,2,5,32,2
Il,2,5,32,3
disait,2,5,32,3
expérimenté,2,5,32,3
déjà,2,5,32,3
que,2,5,32,3
les,2,5,32,3
filles,2,5,32,3
vendaient,2,5,32,3
ce,2,5,32,3
qu'elles,2,5,32,3
voulaient,2,5,32,3
Dans,2,5,32,4
l'ardeur,2,5,32,4
du,2,5,32,4
négoce,2,5,32,4
le,2,5,32,4
tas,2,5,32,4
entier,2,5,32,4
y,2,5,32,4
avait,2,5,32,4
passé,2,5,32,4
mais,2,5,32,4
la,2,5,32,4
gamine,2,5,32,4
avait,2,5,32,4
fait,2,5,32,4
onze,2,5,32,4
sous,2,5,32,4
Et,2,5,32,5
maintenant,2,5,32,5
les,2,5,32,5
mains,2,5,32,5
nettes,2,5,32,5
tous,2,5,32,5
trois,2,5,32,5
partageaient,2,5,32,5
le,2,5,32,5
